gene,AT2,Ciliated,Basal,AT1,Secretory,Goblet
PPIL6,0.029227162,0.03899989,0.020846587,0.033295926,0.0195188,0.020968838
AK9,0.031424366,0.03270746,0.023233294,0.033033177,0.02696778,0.024694506
FAM229B,0.030405808,0.045999747,0.02620592,0.027654547,0.027621595,0.027298903
RFPL4B,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AL357514.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
MARCKS,0.026723482,0.033174485,0.03748073,0.022423465,0.04211347,0.037149522
LINC02534,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
Z84488.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AL445224.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
RSPH4A,0.01855816,0.03524346,0.017274722,0.017991371,0.015384025,0.017304804
PKIB,0.025032422,0.028561225,0.022134852,0.02302069,0.027857399,0.035074037
ARHGAP18,0.032402966,0.04061106,0.031187844,0.036180664,0.03188414,0.0293616
AL583803.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
SMLR1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TAAR9,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TAAR8,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TAAR6,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TAAR5,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TAAR1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
VNN3,0.018275827,0.023137216,0.014725297,0.012706936,0.024534984,0.025212316
MYB,0.015827602,0.021527827,0.018342813,0.0153164305,0.019644585,0.024456812
AL133319.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OLIG3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
PERP,0.040273864,0.04537221,0.057001,0.042950027,0.04571224,0.05106752
ECT2L,0.019365763,0.028520344,0.016632471,0.023292603,0.016952787,0.0142966
NMBR-AS1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
ADGB,0.014364876,0.03137681,0.013477785,0.018975144,0.01585359,0.012715397
AL355497.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
CCDC170,0.01822234,0.047950514,0.0184907,0.01882486,0.02166278,0.023047017
AL031773.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC02529,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AL162582.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
PACRG,0.025293741,0.039464463,0.021617983,0.030375328,0.01880243,0.01699467
Z97205.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AL358972.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
C6orf118,0.0138067175,0.03448668,0.015927207,0.014539603,0.015630407,0.014849732
LINC00602,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
GPR31,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AL138918.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AL136099.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AL513210.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AL109924.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AL109924.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
BX322234.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AL049612.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
DLL1,0.016429504,0.018925037,0.031000817,0.019570023,0.01414009,0.018603146
UNCX,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC073094.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC074389.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC074389.3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC074389.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
FSCN1,0.018911371,0.012563155,0.02893303,0.021328837,0.015915832,0.020044373
AC004415.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC013470.2,0.013174635,0.02375224,0.01223207,0.014323911,0.013165225,0.013305805
ETV1,0.04186033,0.013818513,0.02559363,0.022485664,0.016646033,0.016700136
AC006150.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC006458.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC005550.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AGR2,0.04313349,0.0501049,0.049228135,0.031679153,0.057684686,0.069910854
AGR3,0.045495212,0.064602174,0.02451862,0.0431541,0.04776602,0.039954092
AC003986.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
FERD3L,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
ITGB8,0.021229504,0.022631023,0.030496111,0.022798995,0.03102522,0.032869585
DNAH11,0.02876692,0.04078275,0.018639304,0.036759865,0.021996584,0.015719624
GSDME,0.018720668,0.013221133,0.028398192,0.026236724,0.013620445,0.017382797
NPVF,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC004080.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC004080.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
EVX1-AS,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
EVX1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
PRR15,0.0136067,0.023686757,0.026987053,0.012822076,0.02862279,0.039162446
AQP1,0.042239323,0.016530838,0.016836658,0.040545363,0.025969297,0.017447934
AC005090.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC009531.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC007349.3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC007349.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRGJP1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRGV11,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRGVB,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRGVA,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRGV1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
POU6F2-AS1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC004837.3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC004692.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGFBP3,0.019869644,0.016202578,0.033386208,0.019458432,0.037942957,0.03878232
AC004869.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
C7orf57,0.014364876,0.027996324,0.01425739,0.013742576,0.015029669,0.015141513
ABCA13,0.023916738,0.032153204,0.030048883,0.016780734,0.029206287,0.037284676
AC020743.3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
POM121L12,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC009468.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC092848.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC099681.3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC073188.4,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC073188.5,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
ZNF273,0.02352383,0.024654513,0.02591565,0.022704583,0.022027142,0.021532968
AC114501.3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC069280.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
METTL27,0.029440014,0.026574321,0.023491373,0.025428884,0.026260331,0.024524476
ELN,0.022180961,0.018652849,0.033017397,0.020929802,0.013761514,0.016244175
CCDC146,0.030954363,0.04992407,0.025522701,0.03574452,0.032329623,0.027687086
TP53TG1,0.034204684,0.028438827,0.040190812,0.031132355,0.031449564,0.033501066
CROT,0.026537199,0.018316,0.03409321,0.028988626,0.023637189,0.028323937
STEAP1,0.019602614,0.015456502,0.029655244,0.013308986,0.033793602,0.0324611
CFAP69,0.025136584,0.026987053,0.01808902,0.029496958,0.0195188,0.018956918
AC105446.1,0.014364876,0.022104159,0.015952153,0.013192558,0.013409735,0.016904756
IFT22,0.034889802,0.037970074,0.027641336,0.031132355,0.028459204,0.028082764
LINC01007,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LRWD1,0.027101032,0.024825513,0.023982858,0.025712732,0.024231888,0.023174735
EFCAB10,0.022412755,0.033654626,0.015345906,0.021328837,0.017262386,0.016458739
CDHR3,0.03265634,0.04906055,0.019728791,0.03246886,0.022961507,0.021175291
DOCK4,0.03707354,0.02231978,0.021393165,0.054558665,0.032279562,0.025142586
AC093714.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC093714.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
CAV2,0.038041305,0.017613694,0.03923031,0.057753503,0.035397943,0.033880573
CAV1,0.039702494,0.018062426,0.03265634,0.07644602,0.02976428,0.020822328
AC004888.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
PTPRZ1,0.015309115,0.016027095,0.044774674,0.013192558,0.028912367,0.033025283
IQUB,0.021633042,0.024688609,0.013104981,0.02654988,0.012910555,0.01384542
AC006148.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC000099.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
PAX4,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC011005.4,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC011625.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LUZP6,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
PTN,0.014245467,0.015927207,0.031329382,0.017347923,0.031738106,0.032511637
AC083867.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TTC26,0.0269492,0.025558138,0.020239156,0.028615864,0.020802489,0.019121613
AC005692.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC005692.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC245088.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRBV1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRBV4-1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRBV6-1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRBV4-2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRBV8-1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRBV5-2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRBV6-4,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRBV8-2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRBV5-3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRBV11-1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRBV12-1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRBV10-2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRBV12-2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRBV6-5,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRBV5-4,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRBV7-5,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRBV5-5,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRBV6-7,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRBV7-7,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRBV13,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRBV11-3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRBV12-3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRBV12-4,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRBV12-5,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRBV16,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRBV17,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRBV18,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRBV19,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRBV20-1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRBV22-1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRBV24-1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRBV25-1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRBVA,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRBV26,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRBVB,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRBV27,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRBD1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRBJ1-1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRBJ1-2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRBJ1-3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRBJ1-5,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRBJ1-6,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRBJ2-2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRBJ2-2P,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRBJ2-3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRBJ2-4,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRBJ2-5,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRBJ2-6,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRBJ2-7,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
EPHB6,0.020325122,0.015902279,0.030181935,0.017925117,0.026333705,0.021057123
PIP,0.014126415,0.025951723,0.01922733,0.015997246,0.033684757,0.02528226
TAS2R39,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TAS2R40,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TAS2R41,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC006007.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC005996.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC074257.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC006019.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
